"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"AggregatorHost","0","110","2203381170176","65536","1757184","6520","C:\Windows\System32\AggregatorHost.exe",,"0.28125",,,,,"Process","8",,"False",,"2184","Microsoft.Win32.SafeHandles.SafeProcessHandle","110","4920",".","0","","System.Diagnostics.ProcessModule (AggregatorHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","6520","6520","1757184","1757184","60680","60680","1757184","1757184","12222464","12222464","69533696","2203387756544","True","Normal","1757184","1757184","00:00:00.1406250","AggregatorHost","3","True","0","System.Diagnostics.ProcessStartInfo","2/15/2026 2:36:27 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2812500","00:00:00.1406250","62947328","2203381170176","False",,,,"65536","65536",,
"ApplicationFrameHost","1","423","2203580997632","1421312","12505088","26104","C:\Windows\system32\ApplicationFrameHost.exe","Microsoft Corporation","1.125","10.0.19041.5794 (WinBuild.160101.0800)","10.0.19041.5794","Application Frame Host","Microsoft? Windows? Operating System","Process","8",,"False",,"2848","Microsoft.Win32.SafeHandles.SafeProcessHandle","423","3076",".","197512","Settings","System.Diagnostics.ProcessModule (ApplicationFrameHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","26104","26104","12505088","12505088","394128","394128","35135488","35135488","56963072","56963072","277901312","2203596124160","True","Normal","12505088","12505088","00:00:00.6250000","ApplicationFrameHost","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:37:54 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.1250000","00:00:00.5000000","262774784","2203580997632","False",,,,"1421312","1421312",,
"audiodg","0","180","2203404832768","1396736","6635520","11416","C:\Windows\system32\AUDIODG.EXE","Microsoft Corporation","3.453125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Windows Audio Device Graph Isolation ","Microsoft? Windows? Operating System","Process","8",,"False",,"2912","Microsoft.Win32.SafeHandles.SafeProcessHandle","180","7916",".","0","","System.Diagnostics.ProcessModule (AUDIODG.EXE)","11042816","9834496","System.Diagnostics.ProcessModuleCollection","11416","11416","6635520","6635520","94944","94944","7856128","7856128","13611008","13611008","87486464","2203405709312","True","Normal","6635520","6635520","00:00:03.3437500","audiodg","3","True","0","System.Diagnostics.ProcessStartInfo","2/15/2026 2:48:30 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.4531250","00:00:00.1093750","86609920","2203404832768","False",,,,"1396736","1396736",,
"chrome","1","190","2306585251840","0","7000064","10736","C:\Program Files\Google\Chrome\Application\chrome.exe","Google LLC","0.046875","144.0.7559.134","144.0.7559.134","Google Chrome","Google Chrome","Process","8",,"False",,"2940","Microsoft.Win32.SafeHandles.SafeProcessHandle","190","4448",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10736","10736","7000064","7000064","173096","173096","7069696","7069696","9666560","9666560","204591104","2306602029056","True","Normal","7000064","7000064","00:00:00.0156250","chrome","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:49:30 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","00:00:00.0312500","187813888","2306585251840","False",,,,"0","0",,
"chrome","1","1365","2410490429440","19062784","63238144","58624","C:\Program Files\Google\Chrome\Application\chrome.exe","Google LLC","5.890625","144.0.7559.134","144.0.7559.134","Google Chrome","Google Chrome","Process","8",,"False",,"2344","Microsoft.Win32.SafeHandles.SafeProcessHandle","1365","5060",".","328902","Facebok - log in or sign up - Google Chrome","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","58624","58624","63238144","63238144","1211184","1211184","70144000","70144000","181858304","181858304","1071792128","2410548445184","True","Normal","63238144","63238144","00:00:03.0781250","chrome","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:49:30 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:05.8906250","00:00:02.8125000","1013776384","2410490429440","False",,,,"19062784","19062784",,
"chrome","1","368","2358499549184","9322496","17936384","22320","C:\Program Files\Google\Chrome\Application\chrome.exe","Google LLC","0.90625","144.0.7559.134","144.0.7559.134","Google Chrome","Google Chrome","Process","8",,"False",,"2820","Microsoft.Win32.SafeHandles.SafeProcessHandle","368","5676",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","22320","22320","17936384","17936384","773056","773056","18903040","18903040","38273024","38273024","616960000","2358554005504","True","Normal","17936384","17936384","00:00:00.4531250","chrome","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:49:31 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.9062500","00:00:00.4531250","562503680","2358499549184","False",,,,"9322496","9322496",,
"chrome","1","308","3814065614848","5996544","31858688","26864","C:\Program Files\Google\Chrome\Application\chrome.exe","Google LLC","1.875","144.0.7559.134","144.0.7559.134","Google Chrome","Google Chrome","Process","8",,"False",,"2044","Microsoft.Win32.SafeHandles.SafeProcessHandle","308","7600",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","26864","26864","31858688","31858688","743808","743808","32645120","32645120","76390400","76390400","449634304","3814380593152","True","Normal","31858688","31858688","00:00:00.7343750","chrome","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:49:33 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.8750000","00:00:01.1406250","134656000","3814065614848","False",,,,"5996544","5996544",,
"chrome","1","336","2358535020544","5537792","19292160","26776","C:\Program Files\Google\Chrome\Application\chrome.exe","Google LLC","2.484375","144.0.7559.134","144.0.7559.134","Google Chrome","Google Chrome","Process","10",,"False",,"2756","Microsoft.Win32.SafeHandles.SafeProcessHandle","336","7784",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","26776","26776","19292160","19292160","889888","889888","32186368","32186368","58310656","58310656","615538688","2358552584192","True","AboveNormal","19292160","19292160","00:00:01.9218750","chrome","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:49:31 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.4843750","00:00:00.5625000","597975040","2358535020544","False",,,,"5537792","5537792",,
"chrome","1","214","2358406209536","1699840","9170944","13864","C:\Program Files\Google\Chrome\Application\chrome.exe","Google LLC","0.125","144.0.7559.134","144.0.7559.134","Google Chrome","Google Chrome","Process","8",,"False",,"1040","Microsoft.Win32.SafeHandles.SafeProcessHandle","214","7824",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13864","13864","9170944","9170944","697464","697464","10211328","10211328","19574784","19574784","469164032","2358406209536","True","Normal","9170944","9170944","00:00:00.0781250","chrome","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:49:31 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1250000","00:00:00.0468750","469164032","2358406209536","False",,,,"1699840","1699840",,
"conhost","1","273","2203490906112","499712","7245824","14536","C:\Windows\system32\conhost.exe","Microsoft Corporation","0.328125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"2992","Microsoft.Win32.SafeHandles.SafeProcessHandle","273","1496",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14536","14536","7245824","7245824","247288","247288","7364608","7364608","18657280","18657280","180453376","2203498676224","True","Normal","7245824","7245824","00:00:00.2812500","conhost","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:49:55 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3281250","00:00:00.0468750","172683264","2203490906112","False",,,,"499712","499712",,
"conhost","1","273","2203487236096","5136384","4444160","14536","C:\Windows\system32\conhost.exe","Microsoft Corporation","0.421875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"3056","Microsoft.Win32.SafeHandles.SafeProcessHandle","273","7696",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14536","14536","4444160","4444160","247288","247288","4890624","4890624","16986112","16986112","176259072","2203494481920","True","Normal","4444160","4444160","00:00:00.3437500","conhost","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:51:47 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4218750","00:00:00.0781250","169013248","2203487236096","False",,,,"5136384","5136384",,
"csrss","0","421","2203410501632","126976","1871872","15560",,,"1.125",,,,,"Process","13",,,,,,"421","440",".","0","",,,,,"15560","15560","1871872","1871872","177560","177560","2174976","2174976","5496832","5496832","92995584","2203411218432",,,"1871872","1871872","00:00:00.9062500","csrss",,"True","0","System.Diagnostics.ProcessStartInfo","2/15/2026 2:35:51 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.1250000","00:00:00.2187500","92278784","2203410501632","False",,,,"126976","126976",,
"csrss","1","589","2203445809152","1609728","4460544","25112",,,"3.171875",,,,,"Process","13",,,,,,"589","524",".","0","",,,,,"25112","25112","4460544","4460544","254928","254928","8220672","8220672","17690624","17690624","131366912","2203449589760",,,"4460544","4460544","00:00:02.8437500","csrss",,"True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:35:51 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.1718750","00:00:00.3281250","127586304","2203445809152","False",,,,"1609728","1609728",,
"ctfmon","1","469","2203469230080","2715648","4255744","17176","C:\Windows\system32\ctfmon.exe","Microsoft Corporation","1.75","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","CTF Loader","Microsoft? Windows? Operating System","Process","13",,"False",,"2772","Microsoft.Win32.SafeHandles.SafeProcessHandle","469","6788",".","0","","System.Diagnostics.ProcessModule (ctfmon.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17176","17176","4255744","4255744","217120","217120","4255744","4255744","14864384","14864384","153919488","2203472142336","True","High","4255744","4255744","00:00:01.2812500","ctfmon","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:36:53 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.7500000","00:00:00.4687500","151007232","2203469230080","False",,,,"2715648","2715648",,
"dllhost","0","268","2203412586496","28672","4022272","14496","C:\Windows\system32\dllhost.exe","Microsoft Corporation","0.71875","10.0.19041.3636 (WinBuild.160101.0800)","10.0.19041.3636","COM Surrogate","Microsoft? Windows? Operating System","Process","8",,"False",,"2736","Microsoft.Win32.SafeHandles.SafeProcessHandle","268","3328",".","0","","System.Diagnostics.ProcessModule (dllhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14496","14496","4022272","4022272","106208","106208","4419584","4419584","14749696","14749696","103800832","2203422023680","True","Normal","4022272","4022272","00:00:00.3437500","dllhost","3","True","0","System.Diagnostics.ProcessStartInfo","2/15/2026 2:36:10 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7187500","00:00:00.3750000","94363648","2203412586496","False",,,,"28672","28672",,
"dllhost","0","211","2203432120320","0","3268608","17264","C:\Windows\system32\DllHost.exe","Microsoft Corporation","0.1875","10.0.19041.3636 (WinBuild.160101.0800)","10.0.19041.3636","COM Surrogate","Microsoft? Windows? Operating System","Process","8",,"False",,"3008","Microsoft.Win32.SafeHandles.SafeProcessHandle","211","3732",".","0","","System.Diagnostics.ProcessModule (DllHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17264","17264","3268608","3268608","113152","113152","3604480","3604480","11575296","11575296","121077760","2203439300608","True","Normal","3268608","3268608","00:00:00.0937500","dllhost","3","True","0","System.Diagnostics.ProcessStartInfo","2/15/2026 2:36:13 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1875000","00:00:00.0937500","113897472","2203432120320","False",,,,"0","0",,
"dllhost","1","258","2203460702208","4820992","5050368","22840","C:\Windows\system32\DllHost.exe","Microsoft Corporation","0.328125","10.0.19041.3636 (WinBuild.160101.0800)","10.0.19041.3636","COM Surrogate","Microsoft? Windows? Operating System","Process","8",,"False",,"2828","Microsoft.Win32.SafeHandles.SafeProcessHandle","258","4244",".","0","","System.Diagnostics.ProcessModule (DllHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","22840","22840","5050368","5050368","157024","157024","6070272","6070272","14331904","14331904","148049920","2203466272768","True","Normal","5050368","5050368","00:00:00.2656250","dllhost","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:37:57 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3281250","00:00:00.0625000","142479360","2203460702208","False",,,,"4820992","4820992",,
"dllhost","1","134","2203407753216","139264","1544192","8288","C:\Windows\system32\DllHost.exe","Microsoft Corporation","0.046875","10.0.19041.3636 (WinBuild.160101.0800)","10.0.19041.3636","COM Surrogate","Microsoft? Windows? Operating System","Process","8",,"False",,"3100","Microsoft.Win32.SafeHandles.SafeProcessHandle","134","5556",".","0","","System.Diagnostics.ProcessModule (DllHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8288","8288","1544192","1544192","103688","103688","1716224","1716224","7405568","7405568","93732864","2203411955712","True","Normal","1544192","1544192","00:00:00.0312500","dllhost","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:42:08 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","00:00:00.0156250","89530368","2203407753216","False",,,,"139264","139264",,
"dwm","1","1145","2203730989056","17174528","64151552","51840","C:\Windows\system32\dwm.exe","Microsoft Corporation","9.171875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Desktop Window Manager","Microsoft? Windows? Operating System","Process","13",,"False",,"3132","Microsoft.Win32.SafeHandles.SafeProcessHandle","1145","1016",".","0","","System.Diagnostics.ProcessModule (dwm.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","51840","51840","64151552","64151552","739552","739552","92127232","92127232","70414336","70414336","426577920","2203744800768","True","High","64151552","64151552","00:00:04.4218750","dwm","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:35:56 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:09.1718750","00:00:04.7500000","412766208","2203730989056","False",,,,"17174528","17174528",,
"explorer","1","2733","2204021719040","39968768","91893760","133664","C:\Windows\Explorer.EXE","Microsoft Corporation","27.140625","10.0.19041.6159 (WinBuild.160101.0800)","10.0.19041.6159","Windows Explorer","Microsoft? Windows? Operating System","Process","8",,"False",,"3172","Microsoft.Win32.SafeHandles.SafeProcessHandle","2733","3020",".","65696","","System.Diagnostics.ProcessModule (Explorer.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","133664","133664","91893760","91893760","1264736","1264736","99155968","99155968","113758208","113758208","766205952","2204084428800","True","Normal","91893760","91893760","00:00:15.7343750","explorer","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:36:29 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:27.1406250","00:00:11.4062500","703496192","2204021719040","False",,,,"39968768","39968768",,
"FileCoAuth","1","202","2203483238400","1900544","9498624","16584","C:\Users\Windows10\AppData\Local\Microsoft\OneDrive\26.007.0112.0002\FileCoAuth.exe","Microsoft Corporation","0.234375","26.007.0112.0002","26.007.0112.0002","Microsoft OneDriveFile Co-Authoring Executable","Microsoft OneDrive","Process","8",,"False",,"3192","Microsoft.Win32.SafeHandles.SafeProcessHandle","202","7720",".","0","","System.Diagnostics.ProcessModule (FileCoAuth.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16584","16584","9498624","9498624","237440","237440","9674752","9674752","26787840","26787840","171315200","2203489538048","True","Normal","9498624","9498624","00:00:00.0937500","FileCoAuth","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:41:35 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2343750","00:00:00.1406250","165015552","2203483238400","False",,,,"1900544","1900544",,
"fontdrvhost","0","50","2203390365696","0","1540096","6656","C:\Windows\system32\fontdrvhost.exe","Microsoft Corporation","0.09375","10.0.19041.5794 (WinBuild.160101.0800)","10.0.19041.5794","Usermode Font Driver Host","Microsoft? Windows? Operating System","Process","8",,"False",,"3236","Microsoft.Win32.SafeHandles.SafeProcessHandle","50","792",".","0","","System.Diagnostics.ProcessModule (fontdrvhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","6656","6656","1540096","1540096","44336","44336","1613824","1613824","4202496","4202496","73134080","2203391356928","True","Normal","1540096","1540096","00:00:00.0625000","fontdrvhost","3","True","0","System.Diagnostics.ProcessStartInfo","2/15/2026 2:35:54 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00.0312500","72142848","2203390365696","False",,,,"0","0",,
"fontdrvhost","1","50","2203640406016","372736","9703424","15904","C:\Windows\system32\fontdrvhost.exe","Microsoft Corporation","1.578125","10.0.19041.5794 (WinBuild.160101.0800)","10.0.19041.5794","Usermode Font Driver Host","Microsoft? Windows? Operating System","Process","8",,"False",,"3268","Microsoft.Win32.SafeHandles.SafeProcessHandle","50","800",".","0","","System.Diagnostics.ProcessModule (fontdrvhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15904","15904","9703424","9703424","501976","501976","11210752","11210752","17326080","17326080","402649088","2203720871936","True","Normal","9703424","9703424","00:00:00.8906250","fontdrvhost","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:35:54 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.5781250","00:00:00.6875000","322183168","2203640406016","False",,,,"372736","372736",,
"Idle","0","0","8192","8192","61440","272",,,,,,,,"Process","0",,,,,,"0","0",".","0","",,,,,"272","272","61440","61440","0","0","61440","61440","12288","12288","8192","8192",,,"61440","61440",,"Idle",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"8192","8192","False",,,,"8192","8192",,
"lsass","0","1226","2203419570176","4857856","6627328","24576","C:\Windows\system32\lsass.exe","Microsoft Corporation","3.171875","10.0.19041.6328 (WinBuild.160101.0800)","10.0.19041.6328","Local Security Authority Process","Microsoft? Windows? Operating System","Process","9",,"False",,"2544","Microsoft.Win32.SafeHandles.SafeProcessHandle","1226","684",".","0","","System.Diagnostics.ProcessModule (lsass.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","24576","24576","6627328","6627328","164896","164896","7290880","7290880","16109568","16109568","103444480","2203421667328","True","Normal","6627328","6627328","00:00:01.5156250","lsass","3","True","0","System.Diagnostics.ProcessStartInfo","2/15/2026 2:35:52 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.1718750","00:00:01.6562500","101347328","2203419570176","False",,,,"4857856","4857856",,
"Memory Compression","0","0","400162816","294178816","856064","0",,,"32.953125",,,,,"Process","8",,,,,,"0","1392",".","0","",,,,,"0","0","856064","856064","4224","4224","856064","856064","351285248","351285248","401866752","401866752",,,"856064","856064","00:00:32.9531250","Memory Compression",,"True","0","System.Diagnostics.ProcessStartInfo","2/15/2026 2:35:58 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:32.9531250","00:00:00","400162816","400162816","False",,,,"294178816","294178816",,
"MpDefenderCoreService","0","407","2203431018496","5496832","6172672","17080",,,"1.515625",,,,,"Process","8",,,,,,"407","2640",".","0","",,,,,"17080","17080","6172672","6172672","146120","146120","8998912","8998912","18096128","18096128","118013952","2203436236800",,,"6172672","6172672","00:00:01.1250000","MpDefenderCoreService",,"True","0","System.Diagnostics.ProcessStartInfo","2/15/2026 2:36:06 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.5156250","00:00:00.3906250","112795648","2203431018496","False",,,,"5496832","5496832",,
"msdtc","0","231","2203403542528","0","2957312","13360","C:\Windows\System32\msdtc.exe","Microsoft Corporation","0.234375","2001.12.10941.16384 (WinBuild.160101.0800)","10.0.19041.1","Microsoft Distributed Transaction Coordinator Service","Microsoft? Windows? Operating System","Process","8",,"False",,"3364","Microsoft.Win32.SafeHandles.SafeProcessHandle","231","3256",".","0","","System.Diagnostics.ProcessModule (msdtc.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13360","13360","2957312","2957312","92360","92360","3969024","3969024","12058624","12058624","88465408","2203406688256","True","Normal","2957312","2957312","00:00:00.1562500","msdtc","3","True","0","System.Diagnostics.ProcessStartInfo","2/15/2026 2:36:17 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2343750","00:00:00.0781250","85319680","2203403542528","False",,,,"0","0",,
"msedge","1","178","2358456295424","1822720","8908800","11688","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","0.125","144.0.3719.115","144.0.3719.115","Microsoft Edge","Microsoft Edge","Process","8",,"False",,"3396","Microsoft.Win32.SafeHandles.SafeProcessHandle","178","2180",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11688","11688","8908800","8908800","805464","805464","10002432","10002432","17620992","17620992","536027136","2358473072640","True","Normal","8908800","8908800","00:00:00.1093750","msedge","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:37:30 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1250000","00:00:00.0156250","519249920","2358456295424","False",,,,"1822720","1822720",,
"msedge","1","1172","2444858257408","13053952","47566848","43648","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","4.046875","144.0.3719.115","144.0.3719.115","Microsoft Edge","Microsoft Edge","Process","8",,"False",,"3428","Microsoft.Win32.SafeHandles.SafeProcessHandle","1172","3108",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","43648","43648","47566848","47566848","1148784","1148784","81485824","81485824","95141888","95141888","1134125056","2444970516480","True","Normal","47566848","47566848","00:00:02.5781250","msedge","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:37:25 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:04.0468750","00:00:01.4687500","1021865984","2444858257408","False",,,,"13053952","13053952",,
"msedge","1","329","2358553661440","3629056","12419072","17672","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","0.859375","144.0.3719.115","144.0.3719.115","Microsoft Edge","Microsoft Edge","Process","8",,"False",,"3460","Microsoft.Win32.SafeHandles.SafeProcessHandle","329","4652",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17672","17672","12419072","12419072","875024","875024","14999552","14999552","32169984","32169984","679538688","2358616584192","True","Normal","12419072","12419072","00:00:00.5000000","msedge","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:37:29 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.8593750","00:00:00.3593750","616615936","2358553661440","False",,,,"3629056","3629056",,
"msedge","1","282","2358523129856","2797568","12128256","15896","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","0.3125","144.0.3719.115","144.0.3719.115","Microsoft Edge","Microsoft Edge","Process","10",,"False",,"3492","Microsoft.Win32.SafeHandles.SafeProcessHandle","282","6632",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15896","15896","12128256","12128256","840544","840544","12242944","12242944","23609344","23609344","602861568","2358539907072","True","AboveNormal","12128256","12128256","00:00:00.2031250","msedge","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:37:29 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3125000","00:00:00.1093750","586084352","2358523129856","False",,,,"2797568","2797568",,
"msedge","1","142","2306567020544","311296","2400256","9376","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","0.078125","144.0.3719.115","144.0.3719.115","Microsoft Edge","Microsoft Edge","Process","8",,"False",,"3528","Microsoft.Win32.SafeHandles.SafeProcessHandle","142","7108",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9376","9376","2400256","2400256","146072","146072","2596864","2596864","7704576","7704576","194748416","2306592186368","True","Normal","2400256","2400256","00:00:00.0468750","msedge","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:37:28 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0781250","00:00:00.0312500","169582592","2306567020544","False",,,,"311296","311296",,
"msedgewebview2","1","1104","2410576400384","0","43233280","49448","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\144.0.3719.115\msedgewebview2.exe","Microsoft Corporation","1.8125","144.0.3719.115","144.0.3719.115","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","8",,"False",,"3548","Microsoft.Win32.SafeHandles.SafeProcessHandle","1104","1724",".","0","","System.Diagnostics.ProcessModule (msedgewebview2.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","49448","49448","43233280","43233280","1196688","1196688","43327488","43327488","120422400","120422400","1124679680","2410601332736","True","Normal","43233280","43233280","00:00:01.2031250","msedgewebview2","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:43:54 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.8125000","00:00:00.6093750","1099747328","2410576400384","False",,,,"0","0",,
"msedgewebview2","1","356","2358572589056","0","16863232","21400","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\144.0.3719.115\msedgewebview2.exe","Microsoft Corporation","0.421875","144.0.3719.115","144.0.3719.115","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","10",,"False",,"3560","Microsoft.Win32.SafeHandles.SafeProcessHandle","356","2488",".","0","","System.Diagnostics.ProcessModule (msedgewebview2.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21400","21400","16863232","16863232","879728","879728","19832832","19832832","53264384","53264384","644890624","2358581936128","True","AboveNormal","16863232","16863232","00:00:00.3593750","msedgewebview2","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:43:55 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4218750","00:00:00.0625000","635543552","2358572589056","False",,,,"0","0",,
